id,title,main_text,who,what,standard,how,link
324,희귀질환자 의료비지원사업,희귀질환자 중 저소득층 건강보험가입자에게 의료비를 지원하여 경제적 부담을 낮춰드립니다.,"건강보험 가입자, 의료급여 수급권자 및 차상위 건강보험 가입자 중에서 희귀난치성질환자에게 지원합니다.","요양급여 중 본인부담금을 감면하고, 보장구 구입비, 간병비, 호흡보조기 및 기침유발기 대여료, 특수식이 구입비 등은 현금급여로 지원합니다.요양급여 비용 중 본인부담금은 아래와 같은 경우에 지원합니다. 건강보험 가입자가 희귀난치성질환자 의료비 지원사업 대상 질환 133종 및 그 합병증으로 인한 진료를 받을 경우보장구 구입비(본인부담금)는 아래와 같은 경우에 지원합니다. 환자 가구와 부양의무자 가구의 소득 및 재산 기준을 만족하는 건강보험 가입자로서 장애인등록법에 의해 등록된 자담당 의사의 진단서 또는 처방전을 발급 받아 구입한 장애인 보장구국민건강보험법 시행규칙과 장애인보장구에 대한 보험 급여기준에 따라 지급받은 급여비용 중 본인 부담하여야 하는 금액대상질환: 근육병(G12,G71), 다발경화증(G35), 유전성운동실조(G11), 뮤코다당증(E76), 부신백질디스트로피(E71.3), 글리코젠축적병(폼페병 등)(E74.0), 샤르코-마리-투스질환G60.0), 길랭-바레 증후군(G61.0) 호흡보조기 및 기침유발기 대여료는 아래와 같은 경우에 지원합니다. 국민건강보험공단에서 호흡보조기 대여료를 지원받는 대상자 대상 질환: 근육병(G12,G71), 다발경화증(G35), 유전성운동실조(G11), 뮤코다당증(E76), 부신백질디스트로피(E71.3), 글리코젠축적병(폼페병 등)(E74.0), 샤르코-마리-투스질환(G60.0), 길랭-바레 증후군(G61.0), 크로이펠츠야콥병(A81.0), 중증 근육무력증(G70.0), 특발성폐섬유증(J84.18) 간병비는 다음과 같은 경우 월 30만원을 지원합니다. 환자 가구와 부양의무자 가구의 소득 및 재산 기준을 만족하는 건강보험 가입자 또는 의료급여 수급권자 및 차상위 본인부담 경감대상자지체장애 1급 또는 뇌병변장애 1급 등록자에 한함대상 질환: 근육병(G12,G71), 다발경화증(G35), 유전성운동실조(G11), 뮤코다당증(E76), 부신백질디스트로피(E71.3), 글리코젠축적병(폼페병 등)(E74.0), 샤르코-마리-투스질환(G60.0), 길랭-바레 증후군(G61.0), 크로이펠츠야콥병(A81.0), 지방산대사장애(E71.3), 기타스핑고리피드증(E75.2), 크라베병(E75.2), 레트증후군(F84.2) 특수식이 구입비는 특수 조제분유(연간 360만원 이내) 및 저단백 햇반(연간 168만원 이내)을 구입할 때 다음과 같은 대상자에게 지원합니다.만 18세 이상 해당 질환 대상자환자 가구와 부양의무자 가구의 소득 및 재산 기준을 만족하는 건강보험 가입자 또는 의료급여 수급권자 및 차상위 본인부담 경감대상자대상 질환: 고전적 페닐케톤뇨증(E70.0), 단풍시럽뇨병(E71.0), 프로피온산혈증(E71.1), 메틸말론산혈증(E71.1), 아이소발레린산혈증(E71.1), 호모시스틴뇨(E72.1), 요소회로대사장애(E72.2)",외국 국적자(외국인 특례자는 지원대상자임)국적을 상실하거나 국외에 이주한 자아래와 같이 다른 사업의 지원을 받는 환자국민건강보험 또는 의료급여 본인부담금의 부과가 제외된 무료치료 환자민간단체 등으로부터 정기적인 의료비 지원을 받고 있는 자(정부지원금액과 차액이 발생하는 경우 관련 증빙자료를 제출하면 차액만큼 지원 가능)기타 다른 법령에 의하여 의료비 등을 지원 받고 있는 자(차액이 발생하는 경우에는 차액만큼 지원 가능),주민등록지 관할 구역에 있는 보건소를 방문하여 신청합니다. 의료기관을 방문할 때는 반드시 등록증과 신분증을 함께 지참합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=324
325,노인 안검진 및 개안수술,저소득층 노인에게 안과 정밀검진과 개안수술을 지원하여 안질환의 조기발견 및 적기 치료를 통해 실명을 예방하고 시력을 유지합니다.,"안검진은 만 60세 이상의 노인을 대상으로 하되, 저소득층을 우선 지원합니다.개안수술은 만 60세 이상의 노인 중 기준 중위소득이 60% 이하인 백내장, 망막질환, 녹내장 등 기타 안질환 대상자중 생계·의료·주거·교육급여 수급자를 우선 지원합니다.","안검진 사업은 아래와 같이 진행됩니다. 1차 진단: 정밀 안저검사 1종2차 진단: 정밀 안저검사, 안압검사, 굴절검사 및 조절검사(안경 처방전 교부 포함), 각막 곡률검사 등 총 4종 개안수술을 지원합니다. 개안수술비 총액 중 본인 부담금 전액을 지원합니다.※ 백내장 등 안질환 평균 약 24만 원, 망막질환 평균 약 105만 원 예상 안과 진료 관련 초음파검사비 등 사전검사비 1회, 수술비, 수술 관련 재료비 등을 지원합니다. 단, 개안수술과 관련 없는 질환 치료비, 간병비 및 상급병실 입원료, 선택진료비 등은 지원 대상에서 제외하되, 망막질환 및 녹내장 등의 경우에는 지원합니다.","노인 안검진 대상자의 우선순위는 다음과 같습니다. 안과 전문의가 없는 읍/면/동 지역의 만 60세 이상 생계·의료·주거·교육급여 수급자시/도지사가 안과 병·의원 접근도가 특히 낮다고 인정한 지역의 만 60세 이상 생계·의료·주거·교육급여 수급자최근 2년 이내에 노인건강검진에서 안과 검진이 제외된 지역의 만 60세 이상 생계·의료·주거·교육급여 수급자기타 시/도지사가 선정한 지역의 만 60세 이상 생계·의료·주거·교육급여 수급자 및 차상위계층기타 자치단체장이나 보건소장이 노인 안검진이 필요하다고 인정한 만 60세 이상의 노인단, 검진대상자가 계획 인원보다 많을 경우에는 만 65세 이상의 저소득 노인을 우선으로 선정",지역 보건소에 직접 방문하거나 우편 등을 통해 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=325
326,난임부부 시술비 지원,"체외수정 시술 등 특정 치료를 통해서만 임신이 가능한 저소득층 부부에게 시술비 일부를 지원하여 경제적 부담을 경감시키고, 출산율을 높입니다.","법적 혼인상태의 난임부부로서 난임시술을 요하는 의사의 진단서를 제출한 자를 지원합니다.접수일 현재 부인의 연령이 만 44세 이하인 자(체외수정시술 매 신청 접수일 기준)부부 중 한 명은 대한민국 국적이어야 하며, 나머지 한 명이 외국 국적인 경우 모두 건강보험 가입자일 경우 지원합니다.","체외수정(신선배아) 시술비 중 비급여 및 본인부담금을 지원합니다.1회당 최대 50만원, 4회 범위 내에서 지원(단, 건강보험이 적용되는 시술만 해당)","소득기준은 기준중위소득 130% 이하, 의료급여수급자가 해당되며, 소득기준*에 따라 지원 금액 및 지원 횟수가 다릅니다.* 난임부부 건강보험료 본인부담금 고지금액 기준으로 가족수별 건강보험료 이하인 가구가족수 산정 기준은 다음과 같습니다. 난임부부와 그 자녀 및 손자(재혼가정의 경우 이전 혼인의 자녀 및 손자 포함)난임부부와 주민등록상 주소지가 같은 조부모, 부모, 자녀, 손자녀 등 건강보험 가입자로서 보험료를 납부하고 있지 않은 피부양자(직장가입자)난임부부와 주민등록상 주소지가 같은 조부모, 부모, 자녀, 손자녀 등 동일세대의 세대원으로서 보험료를 납부하는 자(지역가입자)난임부부가 주민등록상 주소지가 서로 다른 경우, 부부 각각의 주민등록상 주소지와 같은 조부모, 부모, 자녀, 손자녀 등 건강보험 가입자로서 보험료를 납부하고 있지 않은 자보험료 산정 기준은 다음과 같습니다. 부부 중 한 명이 건강보험 가입자이고, 배우자는 그 피부양자로 등재된 경우: 가입자의 보험료를 적용하여 보험료 산정부부가 건강보험카드상 각각 가입자로 등재된 경우: 부부 보험료를 합산하여 보험료 산정부부가 건강보험카드상 1인은 가입자(A)로 등재되고, 1인은 가입 배우자가 아닌 다른 가입자(B)의 피부양자로 등재되어 있는 경우: 가입자(A) 보험료와 피부양자로 등재되어 납부하고 있는 다른 자(B) 보험료를 합산해서 산정부부가 건강보험카드상 다른 가입자의 피부양자로 함께 등재되어 있는 경우: 부부가 함께 피부양자로 등재되어 납부하고 있는 가입자의 보험료를 적용해서 산정부부가 건강보험카드상 서로 다른 타인의 피부양자로 각각 등재된 경우: 각각의 부부가 피부양자로 등재되어 고지되고 있는 가입자의 보험료를 합산해서 산정보험료는 건강보험료 본인부담금 고지금액을 기준으로 판단(연말 정산 등으로 보험료 조정분(추가고지 및 환급 모두 해당)이 고지된 경우에는 정상월분으로 평가하고, 매월 건강보험료가 변동되는 군인(군무원) 등은 신청일 기준 전월 건강보험료를 본인부담금 고지 금액으로 산정)부부 중 한 명이 의료급여 수급자일 경우 의료급여 수급자로 인정해외 출국으로 인해 건강보험 보험급여가 정지된 사람이 입국하여 혜택을 받고자 할 경우에는 급여정지를 해제한 후, 고지된 보험료 금액을 기준으로 대상자 선정단, 해외파견 근무자의 경우 난임부부가 출국 이전에 건강보험가입여부가 확인되고 파견 근무 기간을 명시한 관련서류 제출 시 소득기준 확인 후 지원 가능",부인 주소지 관할 보건소에 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=326
327,미숙아 및 선천성이상아 의료비 지원,보건소에 등록하여 관리하고 있는 미숙아 및 선천성 이상아 치료에소요되는 의료비를 지원합니다.,출생 직후에 입원하여 수술 및 치료를 필요로 하는 미숙아 및 선천성 이상아*를 지원합니다. * 출생 후 28일 이내에 질병코드 Q로 시작하는 선천성 이상아로 진단받은 환아로서 출생 후 6개월 이내에 입원하여 수술한 의료비를 지원,"미숙아와 선천성 이상아의 수술 및 치료비를 지원합니다.미숙아: 체중별 최고 1,000만원까지 지원선천성 이상아: 최고 500만원까지 지원","선정기준은 다음과 같습니다. 기준 중위소득 180% 이하 가구의 미숙아 출산 가정셋째아 이상 출생아가 미숙아 및 선천성 이상아인 경우(첫째아 이후 출생한 쌍둥이 및 삼태아는 모두 셋째아로 인정하며 소득수준에 관계없이 지원)위의 기준을 원칙으로 하지만, 시/도지사 또는 시장/군수/구청장(보건소장)이 추가지원이 필요하다고 인정한 경우에도 예산의 범위 내에서 지원소득판별 기준은 다음과 같습니다. 건강보험료 납부금액을 기준으로 가족수별 건강보험료 이하인 가족",시/군/구 및 보건소에 직접 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=327
328,다문화 보육료 지원,"어린이집을 이용하는 다문화 가정의 영유아 자녀에게 보육료를 지원하여 부모의 양육에 대한 부담을 덜고, 부모가 원활한 경제활동을 할 수 있도록 돕습니다.",다문화가족 자녀 중 초등학교 취학전 만 0세~만 5세아를 지원합니다.,"다음과 같이 지원합니다. 만 0세 아동: (종일반) 44만1,000원 / (맞춤반) 34만4,000원만 1세 아동: (종일반) 38만8,000원 / (맞춤반) 30만2,000원만 2세 아동: (종일반) 32만1,000원 / (맞춤반) 25만원만 3세: 22만원만 4세: 22만원만 5세: 22만원","보호자의 소득수준에 관계없이 지원합니다.다문화가족의 결혼이민자(인지신고 또는 귀화허가를 받은 자 포함)와 대한민국 국적을 취득한 자 사이에서 출생한 자녀는 동일세대 여부와 상관없이 지원합니다.다음의 아동에 대해서는 예외적으로 지원할 수 있습니다.다문화가족의 결혼이민자(인지신고 또는 귀화허가를 받은 자 포함)와 대한민국 국적을 취득한 자 사이에서 출생한 자녀가 아닌 전처 또는 전 남편과의 사이에서 출생한 자녀는 다문화 가족과 동일 세대원으로 생계를 같이 하는 경우 지원 가능※ 단, 대한민국 국적인 아동에 한해 지원취학대상(2011.1.1~12.31) 아동이 취학을 유예하는 경우 만 5세아 보육료 재지원 가능",보호자가 읍/면사무소 및 동주민센터를 방문하여 보육료 지원 신청을 합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=328
329,만 3~5세 누리과정 지원,유치원 및 어린이집에 다니는 만 3세 ~ 5세의 모든 유아에게 유아학비와 보육료를 지원합니다.,"누리과정 유아학비 또는 보육료 지원을 신청한, 국·공·사립유치원 및 어린이집에 다니는 만 3~5세 유아를 지원합니다.만 3세: 2014년 1월 1일~2015년 2월 28일만 4세: 2013년 1월 1일~2013년 12월 31일만 5세: 2012년 1월 1일~2012년 12월 31일※ 유치원 조기입학을 희망하는 2015년 1~2월생으로 만 3세반에 다니는 유아 포함취학 대상 아동(2011년 출생)이 취학을 유예하는 경우, 취학유예 통지서를 제출하고, 유예한 1년에 한해서만 만 5세 아동의 무상교육비를 지원합니다. 유치원과 어린이집 등에서 교육부장관과 보건복지부장관이 협의하여 정하는 공통과정을 제공받는 유아에 대한 무상교육 기간은 3년*을 초과할 수 없습니다.* 2014년 3월 1일 이후의 지원이력(취학유예자 및 조기입학자 지원기간 포함)부터 적용합니다.만 3~5세 아동의 유아학비(유치원), 보육료(어린이집), 양육수당(가정양육)은 중복 지원되지 않으며, 반드시 (학)부모가 서비스 이용 신청을 해야 효력이 발생합니다. 유치원(유아학비)과 어린이집(보육료) 간 이동 시, 반드시 유아의 주민등록 소재지 읍/면/동 주민센터 방문 또는 복지로 홈페이지를 통해 서비스 변경 신청을 해야 하며, 지원금은 보호자의 신청일로부터 지원합니다. 단, 소급 지원되지 않습니다.","유치원을 다니는 만 3~5세 유아의 유아학비 또는 어린이집에 다니는 만 3~5세 유아의 보육료를, 신청일을 기준으로 지원합니다. 예를 들면 다음과 같습니다.예1) A원아가 2월 26일에 유아학비를 신청하고, 3월 2일 유치원 개학일부터 등원을 시작하였다면, 입학일을 3월 1일로 적용하여 지원금을 산정예2) B원아가 2월 26일에 유아학비를 신청하고, 3월 2일 유치원 개학일에 등원하지 않고, 3월 7일부터 등원하였다면, 입학일을 3월 7일로 적용하여 지원금을 산정예3) C원아가 3월 2일 유치원 입학식부터 등원을 시작하고, 3월 7일에 유아학비를 신청하였다면, 3월 7일부터 적용하여 지원금을 산정(3월 2일~3월 6일 학비는 학부모의 부담)",empty,해당 읍/면/동 주민센터에 직접 방문 신청하거나 복지로 홈페이지(online.bokjiro.go.kr)에서 온라인신청을 합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=329
330,장애수당,생활이 어려운 장애인에게 장애수당을 지급하여 생활의 안정을 돕습니다,생계·의료·주거·교육급여 수급자 및 차상위계층 중 만 18세 이상의 3~6급 등록 장애인을 지원합니다.,"다음의 대상에 경증장애수당을 지원합니다.생계·의료·주거·교육급여 수급자 및 차상위: 매월 4만원보장시설 수급자(생계, 의료): 매월 2만원","소득인정액이 기준 중위소득 50% 이하일 경우 지원합니다.4인 가구 기준 225만9,601원 이하연령 기준은 다음과 같습니다. 신청하는 달을 기준으로 만 18세 이상인 경우특수학교 등 학교에 재학(휴학 포함) 중인 18~20세는 제외신청일이 속하는 월의 말일까지 만 18세가 되는 경우 포함기타 기준은 다음과 같습니다. 신청일 현재 등록 장애인(등록한 장애 외국인은 제외)장애등급이 3~6급인 장애인※ 다만, '17.8.8일 이전부터 장애수당을 계속 받고 있는 경증 장애인은 등급 재심사를 받지 않으나, '17.8.9일 이후 장애수당을 신청하는 경증장애인은 장애등급 심사 대상임※ 3급 중복 장애인은 중증 장애인에 해당하므로 장애수당을 지급하지 않고, 중증장애인연금의 대상임가구의 범위는 국민기초생활보장제도의 가구 범위와 동일하게 적용하며, 가구 해체 방지를 위하여 별도의 가구 특례를 적용합니다부양의무자의 기준은 적용하지 않습니다.","읍/면/동 주민센터를 방문하여 신청합니다.서비스 신청시, 가족의 금융정보 제공동의가 온라인신청(online.bokjiro.go.kr)으로도 가능합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=330
331,장애아동수당,장애로 인하여 생활이 어려운 장애아동이 보다 편안한 생활을 할 수 있도록 지원합니다.,만 18세 미만의 등록 장애인으로 생계·의료·주거·교육급여 수급자 및 차상위계층을 지원합니다.,중증장애인은 다음과 같이 지원합니다.국민기초생활보장 생계 또는 의료급여 수급자: 매월 20만원국민기초생활보장 주거 또는 교육급여 수급자 및 차상위계층: 매월 15만원보장시설에서 생활하는 생계 또는 의료급여 수급자: 매월 7만원경증장애인은 다음과 같이 지원합니다. 국민기초생활보장 생계 또는 의료급여 수급자: 매월 10만원국민기초생활보장 주거 또는 교육급여 수급자 및 차상위계층: 매월 10만원보장시설에서 생활하는 생계 또는 의료급여 수급자: 매월 2만원,"소득인정액이 기준 중위소득 50% 이하인 경우 지원합니다.※ 4인 가구 기준 225만9,601원 이하 신청 월 기준으로 만 18세 미만인 경우에 지원합니다.학교에 재학(휴학 포함) 중인 경우 18~20세 포함신청일이 속하는 월의 말일까지 만 18세가 되는 경우는 제외신청일 기준 장애등급이 1~6급인 장애아동에게 지원합니다.중증장애인: 1, 2급과 3급 중복장애인경증장애인: 3~6급 장애인가구의 범위는 국민기초생활보장제도의 가구 범위와 동일하게 적용하며, 가구 해체 방지를 위하여 별도 가구 특례 적용이 가능합니다.소득인정액의 산정방식은 국민기초생활보장제도 방식과 동일합니다.소득의 범위에 사적이전소득, 보장기관 확인소득, 부양비는 적용하지 않음부양의무자 기준은 적용하지 않습니다.",읍/면/동 주민센터에 직접 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=331
332,저소득 장애인 등록 진단서 발급비 및 검사비 지원,생계급여 및 의료급여 수급자에게 장애인 등록 진단 비용과장애 심사를 받기 위한 검사비 일부를 지원하여 경제적인 부담을 덜어 줍니다.,"생계, 의료급여 수급자가 신규 장애인 등록을 하거나 재판정 시기가 도래하여 재진단을 받아야 하는 경우에 지원합니다.","진단비는 다음과 같이 지원합니다. 지적 장애와 자폐성 장애의 경우 40,000원기타 장애는 15,000원검사비는 다음과 같이 지원합니다. 생계급여 및 의료급여 수급자 - 총 진단비 및 검사비가 50,000원을 넘으면 초과 분에 대해 100,000원까지 지원주거급여 및 교육급여 수급자, 차상위계층 - 총 진단비 및 검사비가 100,000원을 넘으면 초과 분에 대해 100,000원까지 지원","진단비 대상자는 다음과 같습니다. 생계급여 및 의료급여 수급자로서 신규 장애인으로 등록하거나 기존 장애인이 새로운 장애를 추가하는 경우생계급여 및 의료급여 수급자인 장애인으로서 의무적 재판정 기간이 도래했거나 장애 판정 전문의가 재판정 기한을 명시한 경우장애등급 조정 신청, 이의 신청의 경우는 진단비를 지원하지 않음검사비 대상자는 다음과 같습니다. 생계·의료·주거·교육급여 수급자나 차상위계층이면서 장애인연금 신청 및 활동지원. 중증장애 아동수당 신청 및 의무 재판정으로 재진단을 받아야 하는 기존의 등록 장애인인 경우시장·군수·구청장이 직권으로 장애 상태를 확인하는 경우다만, 허위 또는 부정으로 확인되어 경찰청 등에서 통보된 대상자는 심사결과 장애 상태가 확인된 경우에만 지원합니다.",신청은 읍/면/동 주민센터를 방문하거나 우편으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=332
333,장애인 보조기구 교부,생활이 어려운 저소득 장애인들이 복지 혜택을 누릴 수 있도록장애인 보조기구를 지원합니다.,"생계·의료·주거·교육급여 수급자 또는 차상위계층*인 등록 장애인(지체장애인, 뇌병변장애인, 시각장애인, 청각장애인, 심장장애인)을 지원합니다.* 장애인연금 부가급여 차상위 및 장애수당 차상위 포함","장애 종류, 등급에 따라 28종 품목의 보조기구를 지원합니다.",지원 우선순위는 다음과 같습니다.장애등급이 상위인 자생계·의료·주거·교육급여 수급자1가구에 2인 이상의 장애인이 거주하는 자재가 장애인장애인 보조기구 교부사업으로 보조기구를 받은 자 중 더 오래된 자,거주 지역 읍/면/동 주민센터에 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=333
335,보험급여(건강보험 장애인보장구),장애인의 의료비 부담을 줄이기 위해 보장구에 대하여 건강보험급여를 적용합니다.,empty,"적용대상 품목의 기준액 범위 내에서 구입비용의 90%를 공단에서 부담합니다.전동휠체어, 전동스쿠터 및 자세보조용구는 고시금액, 구입금액, 기준금액 중 낮은 금액의 90%를 지원합니다.",건강보험 가입자 중 등록 장애인을 선정합니다.보장구 구입 전 공단 확인 사항은 다음과 같습니다. 보장구 세부기준 및 보험급여 기준에 부합하는지 여부 처방 전문의 자격에 부합하는지 여부중복지급 등 급여제한 대상에 해당하는지 여부 직전 지급 보장구의 내구연한 경과 여부 내구연한이 경과하지 않은 경우 급여 사유 기타 적정한 급여를 위하여 필요한 사항 보장구 구입비용 지급청구 시 공단 확인 사항은 다음과 같습니다. 장애인이 보장구를 구입했는지 여부 검수확인 전문의 자격에 부합하는지 여부보장구 제조자와 판매자의 자격에 부합하는지 여부,국민건강보험공단에 방문하거나 우편으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=335
336,장애인 의료비 지원,저소득 장애인이 안정적이고 건강한 생활을 영위할 수 있도록의료비를 지원합니다.,"의료급여 2종 수급권자인 등록 장애인과 차상위본인부담 경감대상 등록 장애인(만성 질환자, 18세 미만 장애아동 포함)을 지원합니다.장애인 의료비는 장애인에게만 지원되고 장애인과 세대를 같이 하는 비장애인에게는 지원하지 않습니다.",지원대상자가 의료기관을 이용할 때 발생하는 본인부담금의 일부 또는 전액을 지원합니다.,empty,거주지 읍/면/동 주민센터에 직접 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=336
337,중증장애인 직업재활지원(훈련수당),중증장애인의 자립기반을 마련하여 사회 참여를 증진시키기 위하여 직업재활서비스를 지원합니다.,만 15세 이상 등록 장애인을 지원합니다.,"직업적응훈련수당은 월 7만원을 지급합니다.직업능력개발훈련수당은 아래와 같이 지급합니다.훈련준비금: 1회 4만원가계보조수당: 월 7만원가족수당: 부양가족 1인당 월 3만원교통비: 월 5만원식비: 월 5만원자격취득수당: 1회 5만원지원고용수당은 아래와 같이 지급합니다.훈련준비금: 4만원(사전훈련포함 6일 이상 출석한 자에게 1회 지원) 훈련일비: 1일 1만7,000원 사업주보조금: 훈련생 1인당 1일 1만9,340원","직업적응훈련 대상자는 다음과 같은 기준으로 선정합니다.만 15세 이상의 장애인으로서 직업생활 및 직업환경에 대한 심리적, 기능적인 적응력의 향상이 필요한 자지원고용, 일반취업 및 상위기관으로 이동하기 위해서 직업적응훈련이 필요한 자직업능력개발훈련 대상자는 다음과 같은 기준으로 선정합니다.만 15세 이상의 장애인으로서 직업생활 및 직업환경에 대한 심리적, 기능적인 적응력의 향상과 직무능력향상이 필요한 자직업능력개발훈련을 받으면 취업이 가능한 자중증 및 여성, 고령장애인을 우선 선발훈련수당 지급 대상자는 개발원이 훈련과정을 승인한 직업능력개발훈련 실시기관에 재학 중인 훈련생으로서, 다음의 요건을 갖추어야 합니다.등록 장애인실업급여 수급자격이 없는 자매월 단위의 출석일수가 소정출석일수의 80% 이상인 자(훈련준비금, 자격 취득수당 예외)","중증장애인직업재활지원사업 수행기관, 직업적응훈련실시기관, 직업능력개발훈련기관, 지원고용수행기관 등에 우편 등으로 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=337
338,일반형 일자리 지원,미취업 장애인의 사회참여를 확대시키고 소득을 보장하기 위하여 공공형 일자리를 제공합니다.,만 18세이상 장애인복지법상 등록장애인을 지원합니다.,"일반형 일자리의 종일제 월급은 157만4,000원, 시간제 월급은 78만7,000원입니다.","지방자치단체 여건에 맞는 기준을 고려하여 우선 선발합니다. 1순위 : 최근 3년간(2015년~2017년) 참여 이력이 없는 중증(1급~3급)장애인2순위: 중증(1-3급) 장애인, 여성장애인, 저소득층(생계·의료·주거·교육급여 수급자, 차상위 계층 등) 장애인3순위: 여성가장, 기초생활수급권자, 차상위계층",시/군/구 민간위탁기관을 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=338
339,장애인 복지일자리 지원,"장애인이 사회적, 경제적으로 자립할 수 있도록 일자리를 제공합니다.",참여형은 만 18세 이상 등록 장애인 대상입니다. 복지연계형(특수교육)은 2018년 3월 기준 특수교육기관 고등학교 3학년 또는 전공과 재학생 대상입니다.,"월 42만2,000원의 급여를 지원합니다.주 14시간이내, 월 56시간을 원칙으로 격일제, 시간제 근무 등 탄력적으로 운영 가능합니다.",empty,시/군/구 민간위탁기관으로 직접 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=339
340,장애아가족 양육지원,이웃과 함께하는 가족 돌봄 문화를 정착하고 장애 아동에 대한 인식의 전환을 위해지역사회의 자원봉사자가 장애아 돌보미 서비스를 제공합니다.,만 18세 미만 장애아동을 양육하는 가정을 지원합니다.,"1가정당 연 528시간의 돌봄서비스, 휴식지원프로그램을 지원합니다.",전국가구평균소득 100% 이하인 1~3급 장애아동을 선정합니다(대상자로 선정되고 나서 지원을 받는 중간에 만 18세가 됐을 때는 해당 사업 기간 종료일까지 지원).다른 법령(또는 국가 예산)에 따라 장애아가족 양육지원사업과 유사한 재가서비스(장애인활동보조지원서비스 등 기타 이에 준하는 서비스)를 받고 있는 경우에는 선정 대상에서 제외됩니다.,읍/면/동 주민센터를 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=340
341,장애인거주시설 실비입소료 지원,입소의 사각지대에 있는 저소득 중증 장애인이 실비 입소 장애인 거주시설을 이용할 시에 입소이용료를 지원합니다.,장애인 거주시설 중 실비 입소 장애인 거주시설로 지정된 시설에 입소한 저소득 장애인을 지원합니다.,"실비 장애인 거주시설 이용료 64만8,000원 중 매월 28만6,000원을 이용중인 장애인 거주시설로 보조합니다.",소득 기준이 기준 중위소득 이하인 자를 선정합니다.소득 확인 대상자는 본인 및 주민등록상 본인과 생계를 같이 하고 있는 부양의무자 입니다.소득 확인 방법은 다음과 같습니다.근로 소득자: 월급명세서 또는 임금대장의 건강보험료를 기초로 하여 소득을 확인사업 소득자: 사업자등록이 있는 경우 사업소득금액 또는 소득금액증명원을 기초로 하여 소득을 확인기타 소득자: 부양의무자 중 근로소득 또는 사업소득 등 실질적인 소득 파악이 불가능한 경우에는 주소지 관할 읍/면/동의 협조를 받아 기초생활보장법이 정하는 소득 조사를 표준으로 삼아 적용,다음과 같은 순서로 지원합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=341
